sequence_id,family,host,cluster,umap_x,umap_y
MZ712180.1,orthoherpesviridae,human,2,1.375602,4.6906457
MZ712181.1,orthoherpesviridae,human,2,1.4026684,4.731288
MZ712182.1,orthoherpesviridae,human,2,1.3723277,4.698759
MZ712183.1,orthoherpesviridae,human,2,1.3776859,4.69462
MZ712184.1,orthoherpesviridae,human,2,1.3994781,4.724507
MZ712185.1,orthoherpesviridae,human,2,1.4149975,4.6986113
OL639029.1,orthoherpesviridae,non-human,520,-0.15999201,16.498005
MZ420492.1,orthoherpesviridae,non-human,519,-12.123267,3.8308055
OK358814.1,orthoherpesviridae,human,2,1.3883302,4.703764
MW816102.1,orthoherpesviridae,non-human,2,1.9600233,4.470624
MW822570.1,orthoherpesviridae,non-human,2,1.934946,4.4766245
MZ822421.1,orthoherpesviridae,non-human,2,2.9078639,7.968556
MZ822422.1,orthoherpesviridae,non-human,2,3.334404,7.6610985
MZ574076.1,orthoherpesviridae,non-human,2,1.7121294,8.606562
MW560175.1,orthoherpesviridae,non-human,520,-0.15365766,16.496206
MT649468.1,orthoherpesviridae,human,309,5.66966,0.7537918
MT649469.1,orthoherpesviridae,human,309,5.6173677,0.82327384
MT649470.1,orthoherpesviridae,human,309,5.6892176,0.75391614
MT649471.1,orthoherpesviridae,human,309,5.602801,0.83471906
MT649472.1,orthoherpesviridae,human,309,5.794246,0.6606906
MT649473.1,orthoherpesviridae,human,309,5.619428,0.8264688
MW015025.1,orthoherpesviridae,non-human,2,3.0382133,7.8090525
MW892436.1,orthoherpesviridae,non-human,523,-5.06606,17.548803
MW545806.1,orthoherpesviridae,human,344,-2.30275,5.896299
MW545807.1,orthoherpesviridae,human,344,-2.3006642,5.895092
MW545808.1,orthoherpesviridae,human,344,-2.3007352,5.8986206
MT500582.1,orthoherpesviridae,non-human,2,1.9089632,8.05955
MZ054335.1,orthoherpesviridae,non-human,2,2.3454463,8.178816
MT370825.1,orthoherpesviridae,human,344,-2.3012648,5.895832
MT370826.1,orthoherpesviridae,human,344,-2.3056355,5.8892756
MT370827.1,orthoherpesviridae,human,344,-2.3061612,5.891444
MT370828.1,orthoherpesviridae,human,344,-2.339253,5.863602
MT370829.1,orthoherpesviridae,human,344,-2.3426235,5.86462
MT370830.1,orthoherpesviridae,human,344,-2.3637748,5.8431354
MW980585.1,orthoherpesviridae,human,309,5.6126704,0.833856
MW528458.1,orthoherpesviridae,human,309,5.6821494,0.7634008
MW528459.1,orthoherpesviridae,human,309,5.528589,0.9124064
MW528460.1,orthoherpesviridae,human,309,5.487721,0.9493105
MW528461.1,orthoherpesviridae,human,309,5.7422614,0.7145479
MW528462.1,orthoherpesviridae,human,309,5.6328883,0.8006269
MW528463.1,orthoherpesviridae,human,309,5.6707134,0.76984954
MW528464.1,orthoherpesviridae,human,309,5.531534,0.89805174
MW439038.1,orthoherpesviridae,human,309,5.6205935,0.8156647
MW439039.1,orthoherpesviridae,human,309,5.621027,0.81477565
MW536483.1,orthoherpesviridae,human,2,3.0901568,7.895444
MT157323.1,orthoherpesviridae,non-human,2,2.9166875,5.442828
MT157324.1,orthoherpesviridae,non-human,2,2.8360946,5.2970557
MT157325.1,orthoherpesviridae,non-human,2,3.0449047,5.54453
MT157326.1,orthoherpesviridae,non-human,2,3.0233068,5.5756884
MT157327.1,orthoherpesviridae,non-human,2,3.0373852,5.5714493
MT157328.1,orthoherpesviridae,non-human,2,3.0635073,5.564095
MT157330.1,orthoherpesviridae,non-human,2,3.1376088,5.493369
MT775883.1,orthoherpesviridae,non-human,520,-0.15344758,16.495766
MW353126.1,orthoherpesviridae,non-human,2,3.9908817,8.02687
MW353130.1,orthoherpesviridae,non-human,2,4.016614,8.025263
MT813047.1,orthoherpesviridae,non-human,2,1.8933103,8.06438
MT070139.1,orthoherpesviridae,human,309,5.6368027,0.80546325
MT070141.1,orthoherpesviridae,human,309,5.5122056,0.9521213
MT070142.1,orthoherpesviridae,human,309,5.5307217,0.9434686
MT862163.1,orthoherpesviridae,non-human,2,2.4102473,2.0148745
MT862164.1,orthoherpesviridae,non-human,2,2.4152703,2.0204902
MT063054.1,orthoherpesviridae,non-human,2,2.5030313,2.8998127
MT012704.1,orthoherpesviridae,non-human,2,2.2475698,1.610355
MW197154.1,orthoherpesviridae,human,309,5.719637,0.6920521
MW197156.1,orthoherpesviridae,human,309,5.4933753,0.89924735
MW197157.1,orthoherpesviridae,human,309,5.5143642,0.9240091
MT949535.1,orthoherpesviridae,non-human,520,-0.15656108,16.501741
MT949536.1,orthoherpesviridae,non-human,520,-0.15476675,16.49734
MT949537.1,orthoherpesviridae,non-human,520,-0.15461566,16.496925
MN518864.1,orthoherpesviridae,non-human,2,1.6782781,8.665034
LC589272.1,orthoherpesviridae,non-human,2,2.3644803,8.193473
MT876619.1,orthoherpesviridae,non-human,2,1.4317199,7.6599255
MT900475.1,orthoherpesviridae,non-human,2,1.6765757,4.600239
MN518177.1,orthoherpesviridae,non-human,2,1.503322,7.6976333
MN784692.1,orthoherpesviridae,non-human,2,1.4862214,7.6705194
MN784693.1,orthoherpesviridae,non-human,2,1.5080764,7.6830277
MN792995.1,orthoherpesviridae,non-human,2,1.4902486,7.67513
MT894141.2,orthoherpesviridae,human,309,5.518436,0.9330902
MT886700.1,orthoherpesviridae,non-human,2,2.3094313,2.211915
LC573550.1,orthoherpesviridae,human,16,-6.283197,10.422881
LC573551.1,orthoherpesviridae,human,16,-6.284715,10.424805
LC573552.1,orthoherpesviridae,human,16,-6.2937493,10.43702
LC573553.1,orthoherpesviridae,human,16,-6.283939,10.424624
LC573554.1,orthoherpesviridae,human,16,-6.2832975,10.422154
LC573555.1,orthoherpesviridae,human,16,-6.291886,10.429719
LC573556.1,orthoherpesviridae,human,16,-6.295359,10.433309
MT468549.1,orthoherpesviridae,non-human,520,-0.15802908,16.500557
MT468550.1,orthoherpesviridae,non-human,520,-0.15635487,16.498713
MT150583.1,orthoherpesviridae,non-human,520,-0.15592216,16.497414
MT157263.1,orthoherpesviridae,non-human,520,-0.16478932,16.507954
MH499466.1,orthoherpesviridae,human,344,-2.26754,5.9262147
MH499467.1,orthoherpesviridae,human,344,-2.2663934,5.927832
MH499468.1,orthoherpesviridae,human,344,-2.265071,5.928934
MH499469.1,orthoherpesviridae,human,344,-2.2639158,5.9292145
MT044477.1,orthoherpesviridae,human,309,5.5539703,0.84874433
MT044478.1,orthoherpesviridae,human,309,5.645246,0.78052163
MT044479.1,orthoherpesviridae,human,309,5.872034,0.5942323
MT044480.1,orthoherpesviridae,human,309,5.577882,0.8602082
MT044481.1,orthoherpesviridae,human,309,5.635689,0.79987925
MT044482.1,orthoherpesviridae,human,309,5.551667,0.8830671
MT044484.1,orthoherpesviridae,human,309,5.570159,0.8674127
MT044485.1,orthoherpesviridae,human,309,5.550878,0.8861454
MK855052.1,orthoherpesviridae,human,347,15.119009,12.654573
MK806387.1,orthoherpesviridae,non-human,520,-0.15844144,16.499702
MN187895.1,orthoherpesviridae,human,347,15.119602,12.654132
MK973062.1,orthoherpesviridae,human,16,-6.27418,10.416615
MN437483.1,orthoherpesviridae,non-human,2,3.0068483,5.5709066
MG989243.1,orthoherpesviridae,non-human,519,-12.121986,3.8325467
MK290742.1,orthoherpesviridae,human,309,5.4842577,0.89359355
MK290743.1,orthoherpesviridae,human,309,5.421309,0.92972887
MK290744.1,orthoherpesviridae,human,309,5.487921,0.8998782
MK422176.1,orthoherpesviridae,human,309,5.4741483,0.9171396
MN274568.2,orthoherpesviridae,human,309,5.519624,0.9296011
MK733606.1,orthoherpesviridae,human,2,1.4139104,4.768204
MK955929.1,orthoherpesviridae,non-human,2,2.2402923,8.183134
MN488836.1,orthoherpesviridae,non-human,92,-4.3773475,12.63606
MN488837.1,orthoherpesviridae,non-human,92,-4.3774633,12.643603
MN488838.2,orthoherpesviridae,non-human,92,-4.375664,12.641038
MN488839.2,orthoherpesviridae,non-human,92,-4.375621,12.641367
MN067515.1,orthoherpesviridae,non-human,2,3.0053818,7.9635377
MN159383.1,orthoherpesviridae,human,522,-4.057552,0.7037257
MN136523.1,orthoherpesviridae,human,522,-4.0658326,0.7185737
MN136524.1,orthoherpesviridae,human,522,-4.062469,0.710459
MH932584.1,orthoherpesviridae,non-human,2,1.5131453,4.890501
LC492974.1,orthoherpesviridae,non-human,2,2.4813995,2.5087192
MH480513.1,orthoherpesviridae,human,522,-4.051016,0.7010265
MK080279.1,orthoherpesviridae,non-human,520,-0.15453364,16.496235
MH319852.1,orthoherpesviridae,human,522,-4.0490775,0.7013278
MH709309.1,orthoherpesviridae,human,344,-2.3377683,5.8670382
MH709310.1,orthoherpesviridae,human,344,-2.333024,5.8721914
MH709312.1,orthoherpesviridae,human,344,-2.3089342,5.891567
MH709313.1,orthoherpesviridae,human,344,-2.3142676,5.8892965
MH709314.1,orthoherpesviridae,human,344,-2.337124,5.868276
MH709315.1,orthoherpesviridae,human,344,-2.3393424,5.866871
MH709317.1,orthoherpesviridae,human,344,-2.3027384,5.8902
MH709320.1,orthoherpesviridae,human,344,-2.3215408,5.8818083
MH709326.1,orthoherpesviridae,human,344,-2.336799,5.8670945
MH709327.1,orthoherpesviridae,human,344,-2.2776024,5.914076
MH709331.1,orthoherpesviridae,human,344,-2.3391416,5.8634906
MH709332.1,orthoherpesviridae,human,344,-2.279144,5.9067526
MH709340.1,orthoherpesviridae,human,344,-2.2860515,5.902083
MH709342.1,orthoherpesviridae,human,344,-2.2748394,5.909649
MH709343.1,orthoherpesviridae,human,344,-2.2714553,5.916504
MH709345.1,orthoherpesviridae,human,344,-2.2716424,5.9183455
MH709346.1,orthoherpesviridae,human,344,-2.2800653,5.9166746
MH709347.1,orthoherpesviridae,human,344,-2.2748845,5.914418
MH709349.1,orthoherpesviridae,human,344,-2.283182,5.903251
MH709351.1,orthoherpesviridae,human,344,-2.2512524,5.940256
MH709353.1,orthoherpesviridae,human,344,-2.281226,5.904528
MH709357.1,orthoherpesviridae,human,344,-2.3361855,5.8677616
MH709358.1,orthoherpesviridae,human,344,-2.28415,5.902216
MH709361.1,orthoherpesviridae,human,344,-2.3117359,5.893788
MH709363.1,orthoherpesviridae,human,344,-2.3265014,5.8756843
MH709364.1,orthoherpesviridae,human,344,-2.3292305,5.8733926
MH709366.1,orthoherpesviridae,human,344,-2.3195894,5.883143
MH709372.1,orthoherpesviridae,human,344,-2.3500543,5.852533
MH709374.1,orthoherpesviridae,human,344,-2.2823205,5.904314
MH709376.1,orthoherpesviridae,human,344,-2.317864,5.8852053
MH709377.1,orthoherpesviridae,human,344,-2.3212287,5.8808465
MH036942.1,orthoherpesviridae,non-human,519,-12.126011,3.826708
MH036943.1,orthoherpesviridae,non-human,519,-12.130044,3.8225338
MH724202.1,orthoherpesviridae,non-human,519,-12.382699,3.5446415
MH724203.1,orthoherpesviridae,non-human,519,-12.384744,3.5435615
MH724204.1,orthoherpesviridae,non-human,519,-12.386922,3.5408957
MH724205.1,orthoherpesviridae,non-human,519,-12.390996,3.5651324
MH724206.1,orthoherpesviridae,non-human,519,-12.389278,3.5397694
MH724207.1,orthoherpesviridae,non-human,519,-12.386993,3.5420866
MH724208.1,orthoherpesviridae,non-human,519,-12.385294,3.5446227
MH724209.1,orthoherpesviridae,non-human,519,-12.383467,3.5458267
MH724210.1,orthoherpesviridae,non-human,519,-12.384097,3.5447903
MH751898.1,orthoherpesviridae,non-human,519,-12.38493,3.5435076
MH751899.1,orthoherpesviridae,non-human,519,-12.38489,3.544427
MH751900.1,orthoherpesviridae,non-human,519,-12.385518,3.5439434
MH751901.1,orthoherpesviridae,non-human,519,-12.385781,3.5431798
MH598936.1,orthoherpesviridae,non-human,519,-12.385786,3.5443203
MH598937.1,orthoherpesviridae,non-human,519,-12.385514,3.542617
MH598938.1,orthoherpesviridae,non-human,519,-12.386189,3.5416195
MH791336.1,orthoherpesviridae,non-human,519,-12.389089,3.5414753
MH791337.1,orthoherpesviridae,non-human,519,-12.385923,3.5428567
MH791338.1,orthoherpesviridae,non-human,519,-12.386226,3.5467424
MH791339.1,orthoherpesviridae,non-human,519,-12.3842125,3.54524
MH791340.1,orthoherpesviridae,non-human,519,-12.384886,3.5447953
MH791341.1,orthoherpesviridae,non-human,519,-12.384427,3.544881
MH999839.1,orthoherpesviridae,human,522,-4.0478406,0.6964533
MH999840.1,orthoherpesviridae,human,522,-4.0479894,0.7003708
MH937565.1,orthoherpesviridae,non-human,2,1.4436992,7.624776
MH937566.1,orthoherpesviridae,non-human,2,1.4379429,7.6070194
AP019013.1,orthoherpesviridae,human,16,-6.290566,10.42959
AP019028.1,orthoherpesviridae,human,16,-6.283601,10.424986
AP019040.1,orthoherpesviridae,human,16,-6.2956486,10.433678
AP019061.1,orthoherpesviridae,human,16,-6.2738094,10.41613
AP019076.1,orthoherpesviridae,human,16,-6.2866197,10.425741
AP019083.1,orthoherpesviridae,human,16,-6.28576,10.425474
AP019087.1,orthoherpesviridae,human,16,-6.2877564,10.4262495
AP019096.1,orthoherpesviridae,human,16,-6.2889047,10.427546
AP019102.1,orthoherpesviridae,human,16,-6.2855473,10.424596
AP019112.1,orthoherpesviridae,human,16,-6.292273,10.429391
AP019114.1,orthoherpesviridae,human,16,-6.287343,10.426454
AP019148.1,orthoherpesviridae,human,16,-6.2859826,10.42311
AP019155.1,orthoherpesviridae,human,16,-6.2899575,10.423259
AP019162.1,orthoherpesviridae,human,16,-6.2795353,10.420573
AP019166.1,orthoherpesviridae,human,16,-6.2883472,10.42527
AP019179.1,orthoherpesviridae,human,16,-6.2917676,10.428361
AP019180.1,orthoherpesviridae,human,16,-6.2809215,10.421447
MG595964.1,orthoherpesviridae,non-human,2,4.1144013,8.034879
MG518371.1,orthoherpesviridae,non-human,2,2.3837519,8.265515
MG551316.1,orthoherpesviridae,non-human,520,-0.14806208,16.493834
MG589642.1,orthoherpesviridae,non-human,520,-0.15260993,16.502012
LC342744.1,orthoherpesviridae,non-human,520,-0.15038492,16.493753
MF405079.1,orthoherpesviridae,non-human,2,1.4510149,7.6356564
MF405080.1,orthoherpesviridae,non-human,2,1.4611348,7.620296
KY559403.2,orthoherpesviridae,non-human,519,-12.12342,3.8302946
MF421714.1,orthoherpesviridae,non-human,519,-12.385858,3.5431075
LC333428.1,orthoherpesviridae,non-human,2,1.8967545,6.815006
MF084223.1,orthoherpesviridae,human,309,5.7371755,0.71414477
MF084224.1,orthoherpesviridae,human,309,5.667093,0.77383226
MF004348.1,orthoherpesviridae,human,344,-2.3616288,5.84428
MH070323.1,orthoherpesviridae,non-human,2,1.8819633,8.032573
MH070334.1,orthoherpesviridae,non-human,2,1.9059848,8.070731
MH070336.1,orthoherpesviridae,non-human,2,1.9153972,8.043855
MH070337.1,orthoherpesviridae,non-human,2,1.8981587,7.9815116
MH070340.1,orthoherpesviridae,non-human,2,1.8951843,8.076614
MH070343.1,orthoherpesviridae,non-human,2,1.9061452,8.049624
MH070344.1,orthoherpesviridae,non-human,2,1.8854109,8.053764
MH070348.1,orthoherpesviridae,non-human,2,1.8999276,8.046407
KR021354.1,orthoherpesviridae,non-human,2,2.530353,2.894852
KR047045.1,orthoherpesviridae,non-human,2,2.5225883,2.8940775
MG407775.1,orthoherpesviridae,non-human,519,-12.42509,3.502109
MG407776.1,orthoherpesviridae,non-human,519,-12.379656,3.5501778
MG407777.1,orthoherpesviridae,non-human,519,-12.424975,3.5022068
MG407778.1,orthoherpesviridae,non-human,519,-12.425106,3.5029147
MG407779.1,orthoherpesviridae,non-human,519,-12.421187,3.507134
MG407780.1,orthoherpesviridae,non-human,519,-12.422676,3.504418
MG407781.1,orthoherpesviridae,non-human,519,-12.424757,3.5026746
MG407782.1,orthoherpesviridae,non-human,519,-12.422334,3.5053558
MG407783.1,orthoherpesviridae,non-human,519,-12.429451,3.4956725
MG407784.1,orthoherpesviridae,non-human,519,-12.424578,3.502758
MG407785.1,orthoherpesviridae,non-human,519,-12.425455,3.502371
MG407786.1,orthoherpesviridae,non-human,519,-12.42555,3.5035477
MG407787.1,orthoherpesviridae,non-human,519,-12.427447,3.5005658
MG407788.1,orthoherpesviridae,non-human,519,-12.430107,3.4979959
MG407789.1,orthoherpesviridae,non-human,519,-12.441894,3.486097
MG407790.1,orthoherpesviridae,non-human,519,-12.424836,3.5021698
MG407791.1,orthoherpesviridae,non-human,519,-12.461248,3.466928
MG407792.1,orthoherpesviridae,non-human,519,-12.432311,3.496105
MG432697.1,orthoherpesviridae,non-human,2,2.3603616,8.199635
MF431611.1,orthoherpesviridae,non-human,2,1.8857893,4.440128
MF431612.1,orthoherpesviridae,non-human,2,1.9507122,4.4690943
MF431613.1,orthoherpesviridae,non-human,2,1.9537101,4.463042
MF431614.1,orthoherpesviridae,non-human,2,1.9382676,4.4747014
MG775218.1,orthoherpesviridae,non-human,2,1.5073292,7.625736
MF975655.1,orthoherpesviridae,non-human,2,2.531111,2.8983862
MF975656.1,orthoherpesviridae,non-human,2,2.527237,2.9190962
KU315429.1,orthoherpesviridae,non-human,521,10.192121,11.636929
MF468139.1,orthoherpesviridae,non-human,2,3.252971,5.498193
MF468141.1,orthoherpesviridae,non-human,2,3.1465442,5.544878
MF468142.1,orthoherpesviridae,non-human,2,3.1691298,5.5396667
MF468143.1,orthoherpesviridae,non-human,2,3.1966941,5.495821
MF468144.1,orthoherpesviridae,non-human,2,3.1384268,5.57189
MF468145.1,orthoherpesviridae,non-human,2,3.096884,5.4849396
MF468146.1,orthoherpesviridae,non-human,2,3.1372812,5.5556264
KY490061.1,orthoherpesviridae,human,309,5.7055216,0.7154795
KY490062.1,orthoherpesviridae,human,309,5.736755,0.71993256
KY490063.1,orthoherpesviridae,human,309,5.6462455,0.78445387
KY490064.1,orthoherpesviridae,human,309,5.70793,0.8096163
KY490065.1,orthoherpesviridae,human,309,5.5776124,0.85182476
KY490066.1,orthoherpesviridae,human,309,5.8020225,0.64830047
KY490067.1,orthoherpesviridae,human,309,5.5577817,0.87749785
KY490068.1,orthoherpesviridae,human,309,5.6781507,0.76298887
KY490069.1,orthoherpesviridae,human,309,5.570146,0.8721385
KY490070.1,orthoherpesviridae,human,309,5.6582026,0.7864535
KY490071.1,orthoherpesviridae,human,309,5.731745,0.7142073
KY490072.1,orthoherpesviridae,human,309,5.528484,0.85097045
KY490073.1,orthoherpesviridae,human,309,5.6594114,0.76982623
KY490074.1,orthoherpesviridae,human,309,5.768421,0.6811809
KY490075.1,orthoherpesviridae,human,309,5.6498957,0.78415257
KY490076.1,orthoherpesviridae,human,309,5.732634,0.71561456
KY490077.1,orthoherpesviridae,human,309,5.5578203,0.8764777
KY490078.1,orthoherpesviridae,human,309,5.5599957,0.8744051
KY490079.1,orthoherpesviridae,human,309,5.4771757,0.9730741
KY490080.1,orthoherpesviridae,human,309,5.6295533,0.8188017
KY490081.1,orthoherpesviridae,human,309,5.724142,0.7259553
KY490082.1,orthoherpesviridae,human,309,5.612592,0.8234616
KY490083.1,orthoherpesviridae,human,309,5.6255183,0.81314194
KY490084.1,orthoherpesviridae,human,309,5.7151675,0.7386135
KY490085.1,orthoherpesviridae,human,309,5.5636697,0.8290095
KY490086.1,orthoherpesviridae,human,309,5.5204844,0.92058486
KY490087.1,orthoherpesviridae,human,309,5.627595,0.79776144
KY490088.1,orthoherpesviridae,human,309,5.6226945,0.8115354
KY057364.1,orthoherpesviridae,non-human,2,4.0519166,8.00183
KX812446.1,orthoherpesviridae,non-human,2,1.9917394,6.834397
MF431495.1,orthoherpesviridae,non-human,2,2.346802,8.265621
KU216226.1,orthoherpesviridae,non-human,2,1.6714892,8.677801
MG021305.1,orthoherpesviridae,human,16,-6.298582,10.43648
MG021306.1,orthoherpesviridae,human,16,-6.300114,10.436902
MG021307.1,orthoherpesviridae,human,16,-6.3329434,10.46985
MG021308.1,orthoherpesviridae,human,16,-6.2737246,10.416523
MG021309.1,orthoherpesviridae,human,16,-6.2723284,10.41729
MG021310.1,orthoherpesviridae,human,16,-6.2740855,10.418207
MG021311.1,orthoherpesviridae,human,16,-6.269163,10.411696
MG021312.1,orthoherpesviridae,human,16,-6.311009,10.45082
LC200586.1,orthoherpesviridae,human,2,1.4011846,4.7910905
LC200587.1,orthoherpesviridae,human,2,1.4374679,4.8093367
LC200588.1,orthoherpesviridae,human,2,1.420198,4.7801495
LC200589.1,orthoherpesviridae,human,2,1.430434,4.796935
MG000864.1,orthoherpesviridae,non-human,2,1.2850494,6.6665173
MF417807.1,orthoherpesviridae,non-human,2,1.4644147,7.646672
MF417808.1,orthoherpesviridae,non-human,2,1.4900944,7.622308
MF417809.1,orthoherpesviridae,non-human,2,1.4461439,7.6299634
MF417810.1,orthoherpesviridae,non-human,2,1.4593804,7.608433
MF417811.1,orthoherpesviridae,non-human,2,1.4632466,7.616277
KY922725.1,orthoherpesviridae,human,347,15.11936,12.654157
KY922726.1,orthoherpesviridae,human,347,15.119334,12.654387
MF156849.1,orthoherpesviridae,non-human,2,1.4522593,7.63022
MF783090.1,orthoherpesviridae,human,309,5.43634,0.8946256
MF783091.1,orthoherpesviridae,human,309,5.4503875,0.91816926
MF678601.1,orthoherpesviridae,non-human,2,2.174481,1.485913
KY423284.1,orthoherpesviridae,non-human,2,1.4810731,7.6160035
MF156584.1,orthoherpesviridae,human,522,-4.056831,0.7027036
BK009383.1,orthoherpesviridae,non-human,2,2.3762834,8.283072
KY965444.1,orthoherpesviridae,non-human,2,2.5307362,2.8995073
KY549446.1,orthoherpesviridae,non-human,519,-12.125628,3.8280144
KY628968.1,orthoherpesviridae,non-human,2,2.1286483,1.4220545
KY628969.1,orthoherpesviridae,non-human,2,2.129508,1.4175419
KY628970.1,orthoherpesviridae,non-human,2,2.128884,1.4152997
KY628971.1,orthoherpesviridae,non-human,2,2.1347358,1.4277227
